Unnamed: 0,slide,dataset,uid,final_label,dataset_uid,x,y,expert1_label,expert2_label,expert1_atypical,expert2_atypical,expert3_atypical,majority_atypical
1890,04_stitched1.tif,TUPAC16,387,Normal,TUPAC16_387.png,6191,2611,NMF prometaphase,NMF prometaphase,False,False,False,False
1891,04_stitched1.tif,TUPAC16,388,Normal,TUPAC16_388.png,6026,2933,NMF metaphase,NMF metaphase,False,False,False,False
1892,04_stitched1.tif,TUPAC16,389,Atypical,TUPAC16_389.png,7907,2461,AMF multipolar,AMF multipolar,True,True,True,True
1893,04_stitched1.tif,TUPAC16,390,Normal,TUPAC16_390.png,8366,2809,NMF prometaphase,NMF prometaphase,False,False,False,False
1894,04_stitched1.tif,TUPAC16,391,Normal,TUPAC16_391.png,9431,3083,NMF metaphase,NMF metaphase,False,False,False,False
1895,04_stitched1.tif,TUPAC16,392,Normal,TUPAC16_392.png,9215,2814,NMF metaphase,NMF metaphase,False,False,False,False
1896,04_stitched1.tif,TUPAC16,396,Normal,TUPAC16_396.png,12072,2964,NMF metaphase,NMF metaphase,False,False,False,False
1897,04_stitched1.tif,TUPAC16,397,Normal,TUPAC16_397.png,12165,3076,NMF prometaphase,NMF metaphase,False,False,False,False
1898,04_stitched1.tif,TUPAC16,400,Normal,TUPAC16_400.png,4347,3885,NMF metaphase,NMF metaphase,False,False,False,False
1899,04_stitched1.tif,TUPAC16,404,Normal,TUPAC16_404.png,4570,3196,NMF prometaphase,NMF prometaphase,False,False,False,False
1900,04_stitched1.tif,TUPAC16,406,Normal,TUPAC16_406.png,5032,3706,NMF prometaphase,NMF metaphase,False,False,False,False
1901,04_stitched1.tif,TUPAC16,407,Normal,TUPAC16_407.png,5805,3560,NMF anaphase-telophase,NMF anaphase-telophase,False,False,False,False
1902,04_stitched1.tif,TUPAC16,409,Normal,TUPAC16_409.png,9146,3896,NMF metaphase,NMF metaphase,False,False,False,False
1903,04_stitched1.tif,TUPAC16,410,Normal,TUPAC16_410.png,8798,3567,NMF metaphase,NMF metaphase,False,False,False,False
1904,04_stitched1.tif,TUPAC16,416,Normal,TUPAC16_416.png,11784,3877,NMF metaphase,NMF prometaphase,False,False,True,False
1905,04_stitched1.tif,TUPAC16,421,Normal,TUPAC16_421.png,14367,3749,NMF metaphase,NMF metaphase,False,False,False,False
1906,04_stitched1.tif,TUPAC16,422,Normal,TUPAC16_422.png,14973,3935,NMF prometaphase,NMF metaphase,False,False,False,False
1907,04_stitched1.tif,TUPAC16,424,Atypical,TUPAC16_424.png,6576,4132,NMF prometaphase,AMF segregation,False,True,True,True
1908,04_stitched1.tif,TUPAC16,425,Normal,TUPAC16_425.png,5853,4157,NMF prometaphase,NMF prometaphase,False,False,False,False
1909,04_stitched1.tif,TUPAC16,426,Normal,TUPAC16_426.png,6832,4672,NMF prometaphase,NMF prometaphase,False,False,False,False
1910,04_stitched1.tif,TUPAC16,428,Normal,TUPAC16_428.png,8280,4478,NMF prometaphase,NMF prometaphase,False,False,False,False
1911,04_stitched1.tif,TUPAC16,429,Normal,TUPAC16_429.png,8041,4330,NMF metaphase,NMF metaphase,False,False,False,False
1912,04_stitched1.tif,TUPAC16,431,Normal,TUPAC16_431.png,7575,4559,NMF metaphase,NMF metaphase,False,False,False,False
1913,04_stitched1.tif,TUPAC16,432,Normal,TUPAC16_432.png,9389,3970,NMF prometaphase,NMF prometaphase,False,False,False,False
1914,04_stitched1.tif,TUPAC16,434,Normal,TUPAC16_434.png,9734,4469,NMF prometaphase,NMF prometaphase,False,False,False,False
1915,04_stitched1.tif,TUPAC16,435,Normal,TUPAC16_435.png,9446,4042,NMF prometaphase,NMF prometaphase,False,False,False,False
1916,04_stitched1.tif,TUPAC16,436,Normal,TUPAC16_436.png,9573,3983,NMF metaphase,NMF metaphase,False,False,False,False
1917,04_stitched1.tif,TUPAC16,437,Normal,TUPAC16_437.png,9390,4036,NMF prometaphase,NMF prometaphase,False,False,False,False
1918,04_stitched1.tif,TUPAC16,438,Normal,TUPAC16_438.png,10400,4193,NMF prometaphase,NMF prometaphase,False,False,False,False
1919,04_stitched1.tif,TUPAC16,440,Normal,TUPAC16_440.png,10150,4672,NMF prometaphase,NMF prometaphase,False,False,False,False
1920,04_stitched1.tif,TUPAC16,443,Normal,TUPAC16_443.png,11803,4634,NMF metaphase,NMF metaphase,False,False,False,False
1921,04_stitched1.tif,TUPAC16,444,Normal,TUPAC16_444.png,12119,4233,NMF metaphase,NMF metaphase,False,False,False,False
1922,04_stitched1.tif,TUPAC16,445,Normal,TUPAC16_445.png,12209,4151,NMF metaphase,NMF metaphase,False,False,False,False
1923,04_stitched1.tif,TUPAC16,451,Normal,TUPAC16_451.png,4189,4740,NMF metaphase,NMF metaphase,False,False,False,False
1924,04_stitched1.tif,TUPAC16,453,Normal,TUPAC16_453.png,5052,4677,NMF metaphase,NMF metaphase,False,False,False,False
1925,04_stitched1.tif,TUPAC16,454,Normal,TUPAC16_454.png,4952,4835,NMF prometaphase,NMF prometaphase,False,False,False,False
1926,04_stitched1.tif,TUPAC16,461,Normal,TUPAC16_461.png,12538,4839,NMF prometaphase,NMF prometaphase,False,False,False,False
1927,04_stitched1.tif,TUPAC16,462,Normal,TUPAC16_462.png,12225,5057,NMF prometaphase,NMF prometaphase,False,False,False,False
1928,04_stitched1.tif,TUPAC16,463,Normal,TUPAC16_463.png,12205,5244,NMF metaphase,NMF metaphase,False,False,True,False
1929,04_stitched1.tif,TUPAC16,464,Normal,TUPAC16_464.png,11968,5151,NMF metaphase,NMF metaphase,False,False,False,False
1930,04_stitched1.tif,TUPAC16,467,Normal,TUPAC16_467.png,4684,6057,NMF metaphase,NMF metaphase,False,False,False,False
1931,04_stitched1.tif,TUPAC16,468,Normal,TUPAC16_468.png,4698,5592,NMF metaphase,NMF metaphase,False,False,False,False
1932,04_stitched1.tif,TUPAC16,469,Normal,TUPAC16_469.png,5125,5933,NMF metaphase,NMF metaphase,False,False,False,False
1933,04_stitched1.tif,TUPAC16,470,Normal,TUPAC16_470.png,5567,6126,NMF prometaphase,NMF prometaphase,False,False,False,False
1934,04_stitched1.tif,TUPAC16,471,Normal,TUPAC16_471.png,5465,5865,NMF metaphase,NMF metaphase,False,False,False,False
1935,04_stitched1.tif,TUPAC16,474,Normal,TUPAC16_474.png,5341,5712,NMF metaphase,NMF metaphase,False,False,False,False
1936,04_stitched1.tif,TUPAC16,475,Normal,TUPAC16_475.png,6305,6014,NMF metaphase,NMF metaphase,False,False,False,False
1937,04_stitched1.tif,TUPAC16,476,Normal,TUPAC16_476.png,6303,6112,NMF prometaphase,NMF prometaphase,False,False,False,False
1938,04_stitched1.tif,TUPAC16,477,Normal,TUPAC16_477.png,7144,5637,NMF prometaphase,NMF prometaphase,False,False,False,False
1939,04_stitched1.tif,TUPAC16,479,Normal,TUPAC16_479.png,7255,5749,NMF prometaphase,NMF prometaphase,False,False,False,False
1940,04_stitched1.tif,TUPAC16,481,Normal,TUPAC16_481.png,8257,6173,NMF prometaphase,NMF prometaphase,False,False,False,False
1941,04_stitched1.tif,TUPAC16,487,Normal,TUPAC16_487.png,10095,6226,NMF metaphase,NMF metaphase,False,False,False,False
1942,04_stitched1.tif,TUPAC16,488,Normal,TUPAC16_488.png,10002,6208,NMF prometaphase,NMF prometaphase,False,False,False,False
1943,04_stitched1.tif,TUPAC16,489,Normal,TUPAC16_489.png,10725,6029,NMF prometaphase,NMF prometaphase,False,False,False,False
1944,04_stitched1.tif,TUPAC16,490,Normal,TUPAC16_490.png,10502,6106,NMF prometaphase,NMF prometaphase,False,False,False,False
1945,04_stitched1.tif,TUPAC16,492,Normal,TUPAC16_492.png,12477,5819,NMF metaphase,NMF metaphase,False,False,False,False
1946,04_stitched1.tif,TUPAC16,493,Normal,TUPAC16_493.png,12221,5819,NMF anaphase-telophase,NMF anaphase-telophase,False,False,False,False
1947,04_stitched1.tif,TUPAC16,496,Normal,TUPAC16_496.png,13089,5522,NMF prometaphase,NMF prometaphase,False,False,False,False
1948,04_stitched1.tif,TUPAC16,498,Normal,TUPAC16_498.png,13045,6039,NMF prometaphase,NMF prometaphase,False,False,False,False
1949,04_stitched1.tif,TUPAC16,499,Normal,TUPAC16_499.png,15802,6045,NMF prometaphase,NMF metaphase,False,False,False,False
1950,04_stitched1.tif,TUPAC16,500,Normal,TUPAC16_500.png,16034,5848,NMF metaphase,NMF metaphase,False,False,False,False
1951,04_stitched1.tif,TUPAC16,503,Normal,TUPAC16_503.png,4145,6826,NMF prometaphase,NMF prometaphase,False,False,False,False
1952,04_stitched1.tif,TUPAC16,505,Normal,TUPAC16_505.png,4719,6512,NMF metaphase,NMF metaphase,False,False,False,False
1953,04_stitched1.tif,TUPAC16,515,Normal,TUPAC16_515.png,7234,6809,NMF metaphase,NMF metaphase,False,False,False,False
1954,04_stitched1.tif,TUPAC16,517,Normal,TUPAC16_517.png,7802,6723,NMF metaphase,NMF metaphase,False,False,False,False
1955,04_stitched1.tif,TUPAC16,518,Normal,TUPAC16_518.png,7948,6843,NMF metaphase,NMF metaphase,False,False,False,False
1956,04_stitched1.tif,TUPAC16,521,Normal,TUPAC16_521.png,8158,6813,NMF metaphase,NMF metaphase,False,False,False,False
1957,04_stitched1.tif,TUPAC16,525,Normal,TUPAC16_525.png,12760,6462,NMF prometaphase,NMF metaphase,False,False,True,False
1958,04_stitched1.tif,TUPAC16,526,Normal,TUPAC16_526.png,12721,6391,NMF prometaphase,NMF prometaphase,False,False,False,False
1959,04_stitched1.tif,TUPAC16,527,Atypical,TUPAC16_527.png,12375,6434,NMF metaphase,AMF segregation,False,True,True,True
1960,04_stitched1.tif,TUPAC16,529,Normal,TUPAC16_529.png,12159,6467,NMF anaphase-telophase,NMF anaphase-telophase,False,False,True,False
1961,04_stitched1.tif,TUPAC16,539,Normal,TUPAC16_539.png,15720,6722,NMF metaphase,NMF metaphase,False,False,False,False
1962,04_stitched1.tif,TUPAC16,546,Normal,TUPAC16_546.png,5299,7640,NMF metaphase,NMF metaphase,False,False,False,False
1963,04_stitched1.tif,TUPAC16,547,Normal,TUPAC16_547.png,4978,7712,NMF anaphase-telophase,NMF anaphase-telophase,False,False,False,False
1964,04_stitched1.tif,TUPAC16,550,Normal,TUPAC16_550.png,6215,7347,NMF anaphase-telophase,NMF anaphase-telophase,False,False,False,False
1965,04_stitched1.tif,TUPAC16,551,Normal,TUPAC16_551.png,6298,7475,NMF prometaphase,NMF prometaphase,False,False,True,False
1966,04_stitched1.tif,TUPAC16,552,Normal,TUPAC16_552.png,7061,7319,NMF metaphase,NMF metaphase,False,False,False,False
1967,04_stitched1.tif,TUPAC16,555,Normal,TUPAC16_555.png,7437,7561,NMF metaphase,NMF metaphase,False,False,False,False
1968,04_stitched1.tif,TUPAC16,556,Normal,TUPAC16_556.png,9742,7381,NMF metaphase,NMF metaphase,False,False,False,False
1969,04_stitched1.tif,TUPAC16,560,Normal,TUPAC16_560.png,10230,7062,NMF metaphase,NMF metaphase,False,False,False,False
1970,04_stitched1.tif,TUPAC16,561,Normal,TUPAC16_561.png,12397,7286,NMF prometaphase,NMF metaphase,False,False,False,False
1971,04_stitched1.tif,TUPAC16,566,Atypical,TUPAC16_566.png,13478,7346,AMF other,AMF segregation,True,True,True,True
1972,04_stitched1.tif,TUPAC16,567,Atypical,TUPAC16_567.png,16852,7702,AMF other,AMF segregation,True,True,True,True
1973,04_stitched1.tif,TUPAC16,568,Normal,TUPAC16_568.png,5577,8213,NMF metaphase,NMF metaphase,False,False,False,False
1974,04_stitched1.tif,TUPAC16,569,Normal,TUPAC16_569.png,5469,8286,NMF metaphase,NMF metaphase,False,False,False,False
1975,04_stitched1.tif,TUPAC16,578,Normal,TUPAC16_578.png,7863,7759,NMF prometaphase,NMF metaphase,False,False,False,False
1976,04_stitched1.tif,TUPAC16,581,Atypical,TUPAC16_581.png,8443,8406,AMF bipolar assymetric,AMF bipolar assymetric,True,True,True,True
1977,04_stitched1.tif,TUPAC16,582,Normal,TUPAC16_582.png,9066,8349,NMF prometaphase,NMF prometaphase,False,False,True,False
1978,04_stitched1.tif,TUPAC16,583,Normal,TUPAC16_583.png,9196,8459,NMF metaphase,NMF metaphase,False,False,False,False
1979,04_stitched1.tif,TUPAC16,584,Normal,TUPAC16_584.png,9540,7820,NMF metaphase,NMF metaphase,False,False,False,False
1980,04_stitched1.tif,TUPAC16,585,Atypical,TUPAC16_585.png,10934,7969,AMF other,NMF metaphase,True,False,True,True
1981,04_stitched1.tif,TUPAC16,586,Normal,TUPAC16_586.png,11051,8363,NMF prometaphase,NMF ring shape,False,False,False,False
1982,04_stitched1.tif,TUPAC16,587,Normal,TUPAC16_587.png,12238,8120,NMF metaphase,NMF metaphase,False,False,False,False
1983,04_stitched1.tif,TUPAC16,590,Normal,TUPAC16_590.png,11627,7983,NMF metaphase,NMF metaphase,False,False,False,False
1984,04_stitched1.tif,TUPAC16,591,Normal,TUPAC16_591.png,11857,8368,NMF metaphase,NMF metaphase,False,False,True,False
1985,04_stitched1.tif,TUPAC16,592,Normal,TUPAC16_592.png,11759,8358,NMF prometaphase,NMF prometaphase,False,False,False,False
1986,04_stitched1.tif,TUPAC16,593,Atypical,TUPAC16_593.png,11764,8521,NMF prometaphase,AMF segregation,False,True,True,True
1987,04_stitched1.tif,TUPAC16,595,Normal,TUPAC16_595.png,13750,7785,NMF metaphase,NMF metaphase,False,False,False,False
1988,04_stitched1.tif,TUPAC16,596,Normal,TUPAC16_596.png,13333,8390,NMF prometaphase,NMF metaphase,False,False,False,False
1989,04_stitched1.tif,TUPAC16,597,Normal,TUPAC16_597.png,14664,8474,NMF prometaphase,NMF ring shape,False,False,False,False
1990,04_stitched1.tif,TUPAC16,599,Normal,TUPAC16_599.png,15503,7977,NMF prometaphase,NMF metaphase,False,False,False,False
1991,04_stitched1.tif,TUPAC16,602,Normal,TUPAC16_602.png,16819,8279,NMF metaphase,NMF metaphase,False,False,False,False
1992,04_stitched1.tif,TUPAC16,607,Normal,TUPAC16_607.png,5260,8824,NMF anaphase-telophase,NMF anaphase-telophase,False,False,False,False
1993,04_stitched1.tif,TUPAC16,611,Normal,TUPAC16_611.png,5769,8576,NMF prometaphase,NMF prometaphase,False,False,False,False
1994,04_stitched1.tif,TUPAC16,612,Normal,TUPAC16_612.png,6761,8763,NMF metaphase,NMF metaphase,False,False,False,False
1995,04_stitched1.tif,TUPAC16,616,Normal,TUPAC16_616.png,6416,8583,NMF metaphase,NMF metaphase,False,False,False,False
1996,04_stitched1.tif,TUPAC16,617,Normal,TUPAC16_617.png,8099,8635,NMF metaphase,NMF metaphase,False,False,False,False
1997,04_stitched1.tif,TUPAC16,618,Normal,TUPAC16_618.png,8834,8536,NMF metaphase,NMF metaphase,False,False,False,False
1998,04_stitched1.tif,TUPAC16,625,Atypical,TUPAC16_625.png,14478,9124,AMF multipolar,AMF multipolar,True,True,True,True
1999,04_stitched1.tif,TUPAC16,627,Normal,TUPAC16_627.png,17013,8805,NMF metaphase,NMF metaphase,False,False,False,False
2000,04_stitched1.tif,TUPAC16,630,Normal,TUPAC16_630.png,4165,9597,NMF metaphase,NMF metaphase,False,False,False,False
2001,04_stitched1.tif,TUPAC16,638,Normal,TUPAC16_638.png,6899,9565,NMF metaphase,NMF metaphase,False,False,False,False
2002,04_stitched1.tif,TUPAC16,639,Atypical,TUPAC16_639.png,7712,9542,AMF segregation,AMF segregation,True,True,True,True
2003,04_stitched1.tif,TUPAC16,640,Normal,TUPAC16_640.png,7493,9405,NMF metaphase,NMF metaphase,False,False,False,False
2004,04_stitched1.tif,TUPAC16,643,Normal,TUPAC16_643.png,9987,9348,NMF prometaphase,NMF prometaphase,False,False,False,False
2005,04_stitched1.tif,TUPAC16,644,Normal,TUPAC16_644.png,9494,9400,NMF prometaphase,NMF prometaphase,False,False,False,False
2006,04_stitched1.tif,TUPAC16,645,Normal,TUPAC16_645.png,10048,9554,NMF prometaphase,NMF prometaphase,False,False,False,False
2007,04_stitched1.tif,TUPAC16,646,Normal,TUPAC16_646.png,10013,9670,NMF prometaphase,NMF metaphase,False,False,False,False
2008,04_stitched1.tif,TUPAC16,647,Normal,TUPAC16_647.png,10099,9393,NMF prometaphase,NMF prometaphase,False,False,False,False
2009,04_stitched1.tif,TUPAC16,649,Normal,TUPAC16_649.png,9624,10204,NMF prometaphase,NMF ring shape,False,False,False,False
2010,04_stitched1.tif,TUPAC16,650,Normal,TUPAC16_650.png,9417,10247,NMF prometaphase,AMF segregation,False,True,False,False
2011,04_stitched1.tif,TUPAC16,652,Normal,TUPAC16_652.png,10700,9667,NMF prometaphase,NMF metaphase,False,False,False,False
2012,04_stitched1.tif,TUPAC16,653,Normal,TUPAC16_653.png,11257,9601,NMF prometaphase,NMF prometaphase,False,False,False,False
2013,04_stitched1.tif,TUPAC16,655,Normal,TUPAC16_655.png,9153,10457,NMF metaphase,NMF metaphase,False,False,False,False
2014,04_stitched1.tif,TUPAC16,656,Normal,TUPAC16_656.png,13249,9621,NMF metaphase,NMF metaphase,False,False,False,False
2015,04_stitched1.tif,TUPAC16,657,Atypical,TUPAC16_657.png,13544,9994,NMF prometaphase,AMF segregation,False,True,True,True
2016,04_stitched1.tif,TUPAC16,658,Normal,TUPAC16_658.png,13757,9370,NMF metaphase,NMF metaphase,False,False,False,False
2017,04_stitched1.tif,TUPAC16,659,Normal,TUPAC16_659.png,15150,9437,NMF metaphase,NMF metaphase,False,False,False,False
2018,04_stitched1.tif,TUPAC16,660,Normal,TUPAC16_660.png,14828,9403,NMF metaphase,NMF metaphase,False,False,False,False
2019,04_stitched1.tif,TUPAC16,662,Normal,TUPAC16_662.png,14844,9969,NMF prometaphase,NMF metaphase,False,False,True,False
2020,04_stitched1.tif,TUPAC16,664,Normal,TUPAC16_664.png,17095,9980,NMF metaphase,NMF metaphase,False,False,False,False
2021,04_stitched1.tif,TUPAC16,665,Normal,TUPAC16_665.png,2207,10698,NMF prometaphase,NMF anaphase-telophase,False,False,False,False
2022,04_stitched1.tif,TUPAC16,666,Normal,TUPAC16_666.png,2244,10732,NMF prometaphase,NMF anaphase-telophase,False,False,False,False
2023,04_stitched1.tif,TUPAC16,673,Normal,TUPAC16_673.png,4084,10112,NMF metaphase,NMF metaphase,False,False,False,False
2024,04_stitched1.tif,TUPAC16,674,Normal,TUPAC16_674.png,3984,10698,NMF prometaphase,NMF prometaphase,False,False,False,False
2025,04_stitched1.tif,TUPAC16,675,Normal,TUPAC16_675.png,3729,10737,NMF prometaphase,NMF prometaphase,False,False,False,False
2026,04_stitched1.tif,TUPAC16,683,Normal,TUPAC16_683.png,4604,10776,NMF metaphase,NMF metaphase,False,False,False,False
2027,04_stitched1.tif,TUPAC16,684,Normal,TUPAC16_684.png,6052,10682,NMF prometaphase,NMF prometaphase,False,False,False,False
2028,04_stitched1.tif,TUPAC16,685,Normal,TUPAC16_685.png,5940,10438,NMF prometaphase,NMF ring shape,False,False,False,False
2029,04_stitched1.tif,TUPAC16,687,Atypical,TUPAC16_687.png,6414,10741,NMF prometaphase,AMF segregation,False,True,True,True
2030,04_stitched1.tif,TUPAC16,688,Normal,TUPAC16_688.png,7228,10248,NMF metaphase,NMF metaphase,False,False,False,False
2031,04_stitched1.tif,TUPAC16,690,Normal,TUPAC16_690.png,7906,10768,NMF prometaphase,NMF prometaphase,False,False,False,False
2032,04_stitched1.tif,TUPAC16,694,Normal,TUPAC16_694.png,11649,10383,NMF metaphase,NMF metaphase,False,False,False,False
2033,04_stitched1.tif,TUPAC16,697,Normal,TUPAC16_697.png,13381,10554,NMF prometaphase,NMF prometaphase,False,False,False,False
2034,04_stitched1.tif,TUPAC16,698,Normal,TUPAC16_698.png,13323,10639,NMF prometaphase,NMF prometaphase,False,False,False,False
2035,04_stitched1.tif,TUPAC16,699,Normal,TUPAC16_699.png,13104,10643,NMF prometaphase,NMF metaphase,False,False,False,False
2036,04_stitched1.tif,TUPAC16,703,Normal,TUPAC16_703.png,14624,10748,NMF prometaphase,NMF prometaphase,False,False,False,False
2037,04_stitched1.tif,TUPAC16,704,Normal,TUPAC16_704.png,14917,10530,NMF metaphase,NMF metaphase,False,False,False,False
2038,04_stitched1.tif,TUPAC16,705,Normal,TUPAC16_705.png,15278,10435,NMF prometaphase,NMF prometaphase,False,False,False,False
2039,04_stitched1.tif,TUPAC16,712,Normal,TUPAC16_712.png,3825,11007,NMF prometaphase,NMF prometaphase,False,False,False,False
2040,04_stitched1.tif,TUPAC16,713,Normal,TUPAC16_713.png,3918,11062,NMF metaphase,NMF metaphase,False,False,False,False
2041,04_stitched1.tif,TUPAC16,715,Atypical,TUPAC16_715.png,3575,11105,AMF other,AMF other,True,True,True,True
2042,04_stitched1.tif,TUPAC16,716,Normal,TUPAC16_716.png,4577,11269,NMF prometaphase,NMF metaphase,False,False,False,False
2043,04_stitched1.tif,TUPAC16,717,Normal,TUPAC16_717.png,5209,11219,NMF ring shape,AMF segregation,False,True,False,False
2044,04_stitched1.tif,TUPAC16,721,Atypical,TUPAC16_721.png,7701,11231,AMF segregation,AMF segregation,True,True,True,True
2045,04_stitched1.tif,TUPAC16,722,Normal,TUPAC16_722.png,7535,11569,NMF prometaphase,NMF prometaphase,False,False,False,False
2046,04_stitched1.tif,TUPAC16,727,Atypical,TUPAC16_727.png,11101,11298,NMF prometaphase,AMF bipolar assymetric,False,True,True,True
2047,04_stitched1.tif,TUPAC16,728,Normal,TUPAC16_728.png,11150,11132,NMF prometaphase,NMF prometaphase,False,False,False,False
2048,04_stitched1.tif,TUPAC16,729,Normal,TUPAC16_729.png,10264,11285,NMF metaphase,NMF metaphase,False,False,False,False
2049,04_stitched1.tif,TUPAC16,730,Normal,TUPAC16_730.png,10305,11481,NMF metaphase,NMF metaphase,False,False,False,False
2050,04_stitched1.tif,TUPAC16,734,Normal,TUPAC16_734.png,11003,11134,NMF prometaphase,NMF prometaphase,False,False,False,False
2051,04_stitched1.tif,TUPAC16,735,Normal,TUPAC16_735.png,11588,11134,NMF metaphase,NMF metaphase,False,False,False,False
2052,04_stitched1.tif,TUPAC16,736,Normal,TUPAC16_736.png,13358,11186,NMF metaphase,NMF prometaphase,False,False,False,False
2053,04_stitched1.tif,TUPAC16,739,Normal,TUPAC16_739.png,15777,11119,NMF metaphase,NMF metaphase,False,False,False,False
2054,04_stitched1.tif,TUPAC16,741,Normal,TUPAC16_741.png,17078,10927,NMF prometaphase,NMF metaphase,False,False,False,False
2055,04_stitched1.tif,TUPAC16,742,Normal,TUPAC16_742.png,2887,12065,NMF prometaphase,NMF prometaphase,False,False,False,False
2056,04_stitched1.tif,TUPAC16,743,Atypical,TUPAC16_743.png,2921,11990,AMF other,AMF segregation,True,True,True,True
2057,04_stitched1.tif,TUPAC16,744,Normal,TUPAC16_744.png,1872,12259,NMF prometaphase,NMF prometaphase,False,False,False,False
2058,04_stitched1.tif,TUPAC16,745,Normal,TUPAC16_745.png,2156,12274,NMF prometaphase,NMF metaphase,False,False,False,False
2059,04_stitched1.tif,TUPAC16,747,Normal,TUPAC16_747.png,3079,12163,NMF prometaphase,NMF prometaphase,False,False,False,False
2060,04_stitched1.tif,TUPAC16,748,Normal,TUPAC16_748.png,2951,12335,NMF prometaphase,NMF prometaphase,False,False,False,False
2061,04_stitched1.tif,TUPAC16,749,Normal,TUPAC16_749.png,4437,12258,NMF anaphase-telophase,NMF anaphase-telophase,False,False,False,False
2062,04_stitched1.tif,TUPAC16,750,Normal,TUPAC16_750.png,6429,11792,NMF metaphase,NMF metaphase,False,False,False,False
2063,04_stitched1.tif,TUPAC16,754,Normal,TUPAC16_754.png,9860,11985,NMF prometaphase,NMF prometaphase,False,False,False,False
2064,04_stitched1.tif,TUPAC16,755,Normal,TUPAC16_755.png,9088,12225,NMF metaphase,NMF metaphase,False,False,False,False
2065,04_stitched1.tif,TUPAC16,758,Normal,TUPAC16_758.png,10136,12052,NMF prometaphase,NMF prometaphase,False,False,False,False
2066,04_stitched1.tif,TUPAC16,760,Normal,TUPAC16_760.png,11988,12247,NMF prometaphase,NMF prometaphase,False,False,False,False
2067,04_stitched1.tif,TUPAC16,761,Normal,TUPAC16_761.png,12364,12313,NMF metaphase,NMF metaphase,False,False,False,False
2068,04_stitched1.tif,TUPAC16,762,Normal,TUPAC16_762.png,11570,12033,NMF metaphase,NMF metaphase,False,False,False,False
2069,04_stitched1.tif,TUPAC16,763,Normal,TUPAC16_763.png,12808,11789,NMF prometaphase,NMF prometaphase,False,False,False,False
2070,04_stitched1.tif,TUPAC16,766,Normal,TUPAC16_766.png,12465,11510,NMF metaphase,NMF metaphase,False,False,False,False
2071,04_stitched1.tif,TUPAC16,769,Normal,TUPAC16_769.png,15021,12092,NMF metaphase,NMF metaphase,False,False,False,False
2072,04_stitched1.tif,TUPAC16,770,Normal,TUPAC16_770.png,14590,12288,NMF prometaphase,NMF prometaphase,False,False,False,False
2073,04_stitched1.tif,TUPAC16,771,Normal,TUPAC16_771.png,14447,12124,NMF metaphase,NMF metaphase,False,False,False,False
2074,04_stitched1.tif,TUPAC16,774,Normal,TUPAC16_774.png,17170,11725,NMF metaphase,NMF metaphase,False,False,False,False
2075,04_stitched1.tif,TUPAC16,775,Normal,TUPAC16_775.png,1458,13078,NMF metaphase,NMF metaphase,False,False,False,False
2076,04_stitched1.tif,TUPAC16,777,Normal,TUPAC16_777.png,3083,12930,NMF metaphase,NMF metaphase,False,False,False,False
2077,04_stitched1.tif,TUPAC16,779,Normal,TUPAC16_779.png,3784,12611,NMF metaphase,NMF metaphase,False,False,False,False
2078,04_stitched1.tif,TUPAC16,780,Normal,TUPAC16_780.png,4247,12708,NMF metaphase,NMF metaphase,False,False,False,False
2079,04_stitched1.tif,TUPAC16,781,Normal,TUPAC16_781.png,4049,13034,NMF metaphase,NMF metaphase,False,False,False,False
2080,04_stitched1.tif,TUPAC16,782,Atypical,TUPAC16_782.png,4405,12423,AMF segregation,AMF segregation,True,True,True,True
2081,04_stitched1.tif,TUPAC16,784,Normal,TUPAC16_784.png,5675,12408,NMF prometaphase,NMF anaphase-telophase,False,False,False,False
2082,04_stitched1.tif,TUPAC16,788,Normal,TUPAC16_788.png,7929,12925,NMF metaphase,NMF metaphase,False,False,False,False
2083,04_stitched1.tif,TUPAC16,805,Normal,TUPAC16_805.png,14376,12353,NMF metaphase,NMF metaphase,False,False,False,False
2084,04_stitched1.tif,TUPAC16,806,Normal,TUPAC16_806.png,15089,12761,NMF prometaphase,NMF metaphase,False,False,False,False
2085,04_stitched1.tif,TUPAC16,813,Normal,TUPAC16_813.png,656,13507,NMF prometaphase,NMF metaphase,False,False,True,False
2086,04_stitched1.tif,TUPAC16,817,Normal,TUPAC16_817.png,2498,13832,NMF prometaphase,NMF metaphase,False,False,False,False
2087,04_stitched1.tif,TUPAC16,818,Normal,TUPAC16_818.png,2094,13817,NMF metaphase,NMF metaphase,False,False,False,False
2088,04_stitched1.tif,TUPAC16,819,Normal,TUPAC16_819.png,1618,13325,NMF metaphase,NMF metaphase,False,False,False,False
2089,04_stitched1.tif,TUPAC16,830,Normal,TUPAC16_830.png,6320,13249,NMF metaphase,NMF metaphase,False,False,False,False
2090,04_stitched1.tif,TUPAC16,833,Normal,TUPAC16_833.png,8499,13858,NMF metaphase,NMF metaphase,False,False,False,False
2091,04_stitched1.tif,TUPAC16,834,Normal,TUPAC16_834.png,8802,13881,NMF prometaphase,NMF prometaphase,False,False,False,False
2092,04_stitched1.tif,TUPAC16,835,Normal,TUPAC16_835.png,11270,13626,NMF metaphase,NMF anaphase-telophase,False,False,False,False
2093,04_stitched1.tif,TUPAC16,836,Normal,TUPAC16_836.png,11236,13672,NMF prometaphase,NMF anaphase-telophase,False,False,False,False
