Filename,Expert_1,Expert_2,Expert_3,Expert_4,Expert_5,Majority
971.png,Normal,Normal,Normal,Normal,Normal,Normal
972.png,Normal,Normal,Normal,Normal,Normal,Normal
973.png,Normal,Atypical,Normal,Normal,Normal,Normal
974.png,Normal,Atypical,Normal,Normal,Normal,Normal
975.png,Atypical,Atypical,Atypical,Atypical,Atypical,Atypical
976.png,Normal,Atypical,Atypical,Atypical,Normal,Atypical
977.png,Normal,Normal,Atypical,Normal,Normal,Normal
978.png,Normal,Normal,Normal,Normal,Normal,Normal
979.png,Normal,Atypical,Normal,Normal,Normal,Normal
980.png,Normal,Normal,Normal,Normal,Normal,Normal
981.png,Atypical,Normal,Normal,Atypical,Atypical,Atypical
982.png,Normal,Normal,Normal,Normal,Normal,Normal
983.png,Normal,Atypical,Normal,Normal,Normal,Normal
984.png,Normal,Atypical,Normal,Normal,Normal,Normal
985.png,Normal,Atypical,Normal,Normal,Normal,Normal
986.png,Normal,Atypical,Normal,Normal,Normal,Normal
987.png,Normal,Atypical,Normal,Normal,Normal,Normal
988.png,Normal,Normal,Normal,Normal,Normal,Normal
989.png,Normal,Normal,Normal,Normal,Normal,Normal
990.png,Normal,Normal,Normal,Normal,Normal,Normal
991.png,Normal,Normal,Normal,Normal,Normal,Normal
992.png,Normal,Atypical,Atypical,Normal,Normal,Normal
993.png,Normal,Normal,Normal,Normal,Normal,Normal
994.png,Normal,Atypical,Normal,Normal,Normal,Normal
995.png,Normal,Atypical,Normal,Normal,Normal,Normal
996.png,Normal,Normal,Normal,Normal,Normal,Normal
997.png,Normal,Atypical,Normal,Normal,Normal,Normal
998.png,Normal,Normal,Normal,Normal,Normal,Normal
999.png,Atypical,Normal,Atypical,Atypical,Normal,Atypical
1000.png,Normal,Normal,Normal,Normal,Normal,Normal
1001.png,Normal,Normal,Normal,Normal,Normal,Normal
1002.png,Normal,Normal,Normal,Normal,Normal,Normal
1003.png,Normal,Normal,Normal,Normal,Normal,Normal
1004.png,Normal,Normal,Normal,Normal,Normal,Normal
1005.png,Normal,Normal,Normal,Normal,Normal,Normal
1006.png,Normal,Normal,Normal,Normal,Normal,Normal
1007.png,Atypical,Normal,Atypical,Atypical,Atypical,Atypical
1008.png,Normal,Atypical,Normal,Normal,Normal,Normal
1009.png,Normal,Normal,Normal,Normal,Normal,Normal
1010.png,Normal,Normal,Normal,Normal,Normal,Normal
1011.png,Normal,Normal,Normal,Normal,Normal,Normal
1012.png,Normal,Normal,Normal,Normal,Normal,Normal
1013.png,Normal,Normal,Normal,Normal,Normal,Normal
1014.png,Normal,Normal,Normal,Normal,Normal,Normal
1015.png,Normal,Normal,Normal,Normal,Normal,Normal
1016.png,Normal,Normal,Normal,Normal,Normal,Normal
1017.png,Atypical,Normal,Atypical,Atypical,Atypical,Atypical
1018.png,Normal,Normal,Normal,Normal,Normal,Normal
1019.png,Normal,Normal,Normal,Normal,Atypical,Normal
1020.png,Normal,Normal,Normal,Normal,Normal,Normal
1021.png,Normal,Normal,Normal,Normal,Normal,Normal
1022.png,Normal,Normal,Normal,Normal,Normal,Normal
1023.png,Normal,Normal,Normal,Normal,Normal,Normal
1024.png,Normal,Normal,Normal,Atypical,Normal,Normal
1025.png,Normal,Normal,Normal,Normal,Normal,Normal
1026.png,Normal,Normal,Normal,Normal,Normal,Normal
1027.png,Normal,Normal,Normal,Normal,Normal,Normal
1028.png,Normal,Atypical,Normal,Normal,Normal,Normal
1029.png,Normal,Normal,Normal,Normal,Normal,Normal
1030.png,Normal,Atypical,Normal,Normal,Normal,Normal
1031.png,Normal,Atypical,Normal,Normal,Normal,Normal
1032.png,Atypical,Normal,Normal,Normal,Normal,Normal
1033.png,Normal,Normal,Normal,Normal,Normal,Normal
1034.png,Normal,Normal,Normal,Normal,Normal,Normal
1035.png,Normal,Atypical,Normal,Normal,Normal,Normal
1036.png,Normal,Normal,Normal,Normal,Normal,Normal
1037.png,Normal,Normal,Normal,Normal,Normal,Normal
1038.png,Normal,Normal,Normal,Normal,Normal,Normal
1039.png,Normal,Normal,Atypical,Atypical,Normal,Normal
1040.png,Normal,Atypical,Normal,Normal,Normal,Normal
1041.png,Normal,Atypical,Normal,Normal,Normal,Normal
1042.png,Normal,Normal,Normal,Normal,Normal,Normal
1043.png,Normal,Normal,Atypical,Normal,Atypical,Normal
1044.png,Normal,Normal,Normal,Normal,Normal,Normal
1045.png,Normal,Normal,Normal,Normal,Normal,Normal
1046.png,Normal,Normal,Normal,Normal,Normal,Normal
1047.png,Normal,Normal,Normal,Normal,Normal,Normal
1048.png,Normal,Atypical,Normal,Normal,Normal,Normal
1049.png,Normal,Atypical,Normal,Normal,Normal,Normal
1050.png,Normal,Normal,Normal,Normal,Normal,Normal
1051.png,Normal,Normal,Normal,Normal,Normal,Normal
1052.png,Normal,Normal,Normal,Normal,Normal,Normal
1053.png,Normal,Normal,Normal,Normal,Normal,Normal
1054.png,Normal,Atypical,Normal,Normal,Normal,Normal
1055.png,Normal,Normal,Normal,Normal,Normal,Normal
1056.png,Normal,Normal,Normal,Normal,Normal,Normal
1057.png,Normal,Normal,Normal,Normal,Normal,Normal
1058.png,Normal,Normal,Normal,Atypical,Normal,Normal
1059.png,Normal,Normal,Normal,Atypical,Normal,Normal
1060.png,Normal,Normal,Normal,Normal,Normal,Normal
1061.png,Normal,Normal,Normal,Normal,Normal,Normal
1062.png,Normal,Normal,Normal,Normal,Normal,Normal
1063.png,Normal,Normal,Normal,Normal,Normal,Normal
1064.png,Normal,Normal,Normal,Normal,Normal,Normal
1065.png,Normal,Normal,Normal,Normal,Normal,Normal
1066.png,Normal,Normal,Normal,Normal,Normal,Normal
1067.png,Normal,Normal,Normal,Normal,Normal,Normal
1068.png,Normal,Normal,Normal,Normal,Normal,Normal
1069.png,Normal,Normal,Normal,Normal,Normal,Normal
1070.png,Normal,Normal,Normal,Normal,Normal,Normal
1071.png,Normal,Normal,Normal,Normal,Normal,Normal
1072.png,Normal,Normal,Normal,Normal,Normal,Normal
1073.png,Normal,Normal,Normal,Normal,Normal,Normal
1074.png,Normal,Normal,Normal,Atypical,Normal,Normal
1075.png,Normal,Normal,Normal,Normal,Normal,Normal
1076.png,Normal,Normal,Normal,Normal,Normal,Normal
1077.png,Normal,Normal,Normal,Normal,Normal,Normal
1078.png,Normal,Normal,Normal,Normal,Normal,Normal
1079.png,Normal,Atypical,Normal,Normal,Normal,Normal
1080.png,Normal,Normal,Normal,Normal,Normal,Normal
1081.png,Normal,Atypical,Normal,Normal,Normal,Normal
1082.png,Normal,Normal,Normal,Normal,Normal,Normal
1083.png,Normal,Normal,Normal,Normal,Normal,Normal
1084.png,Normal,Normal,Normal,Normal,Normal,Normal
1085.png,Normal,Normal,Normal,Normal,Normal,Normal
1086.png,Normal,Normal,Normal,Normal,Normal,Normal
1087.png,Normal,Normal,Normal,Normal,Normal,Normal
1088.png,Normal,Normal,Normal,Normal,Normal,Normal
1089.png,Normal,Normal,Normal,Normal,Normal,Normal
1090.png,Normal,Atypical,Normal,Atypical,Normal,Normal
1091.png,Normal,Normal,Normal,Normal,Normal,Normal
1092.png,Normal,Atypical,Normal,Normal,Normal,Normal
1093.png,Normal,Normal,Normal,Normal,Normal,Normal
1094.png,Normal,Normal,Normal,Normal,Normal,Normal
1095.png,Normal,Normal,Normal,Normal,Normal,Normal
1096.png,Normal,Normal,Normal,Normal,Normal,Normal
1097.png,Normal,Atypical,Normal,Atypical,Atypical,Atypical
1098.png,Normal,Normal,Normal,Normal,Normal,Normal
1099.png,Normal,Normal,Normal,Normal,Normal,Normal
1100.png,Normal,Normal,Normal,Normal,Normal,Normal
1101.png,Normal,Normal,Normal,Normal,Normal,Normal
1102.png,Normal,Normal,Normal,Normal,Normal,Normal
1103.png,Normal,Normal,Normal,Normal,Normal,Normal
1104.png,Normal,Normal,Normal,Normal,Normal,Normal
1105.png,Normal,Normal,Normal,Normal,Normal,Normal
1106.png,Normal,Normal,Normal,Normal,Normal,Normal
1107.png,Normal,Normal,Normal,Normal,Normal,Normal
1108.png,Normal,Normal,Normal,Normal,Normal,Normal
1109.png,Normal,Normal,Normal,Normal,Normal,Normal
1110.png,Normal,Normal,Normal,Normal,Normal,Normal
1111.png,Normal,Normal,Normal,Normal,Normal,Normal
1112.png,Normal,Atypical,Normal,Normal,Normal,Normal
1113.png,Normal,Atypical,Normal,Normal,Normal,Normal
1114.png,Normal,Normal,Normal,Normal,Normal,Normal
1115.png,Normal,Normal,Normal,Normal,Normal,Normal
1116.png,Normal,Normal,Normal,Normal,Normal,Normal
1117.png,Normal,Normal,Normal,Normal,Normal,Normal
1118.png,Normal,Normal,Normal,Normal,Normal,Normal
1119.png,Normal,Normal,Normal,Normal,Normal,Normal
1120.png,Normal,Normal,Normal,Normal,Normal,Normal
1121.png,Normal,Normal,Normal,Normal,Normal,Normal
1122.png,Normal,Normal,Normal,Normal,Normal,Normal
1123.png,Normal,Normal,Normal,Normal,Normal,Normal
1124.png,Normal,Normal,Normal,Normal,Normal,Normal
1125.png,Normal,Normal,Normal,Normal,Normal,Normal
1126.png,Normal,Normal,Normal,Normal,Normal,Normal
1127.png,Normal,Normal,Normal,Normal,Atypical,Normal
1128.png,Normal,Normal,Normal,Normal,Normal,Normal
1129.png,Normal,Normal,Normal,Normal,Normal,Normal
1130.png,Normal,Normal,Normal,Normal,Normal,Normal
1131.png,Normal,Normal,Normal,Normal,Normal,Normal
1132.png,Normal,Normal,Normal,Normal,Normal,Normal
1133.png,Normal,Normal,Normal,Normal,Normal,Normal
1134.png,Atypical,Normal,Atypical,Atypical,Atypical,Atypical
1135.png,Normal,Normal,Normal,Normal,Normal,Normal
1136.png,Normal,Normal,Normal,Normal,Normal,Normal
1137.png,Normal,Normal,Normal,Normal,Atypical,Normal
1138.png,Normal,Normal,Normal,Normal,Normal,Normal
1139.png,Normal,Normal,Normal,Normal,Normal,Normal
1140.png,Normal,Normal,Normal,Normal,Normal,Normal
1141.png,Normal,Normal,Normal,Normal,Normal,Normal
1142.png,Normal,Normal,Normal,Normal,Normal,Normal
1143.png,Normal,Normal,Normal,Normal,Normal,Normal
1144.png,Normal,Normal,Normal,Normal,Normal,Normal
1145.png,Normal,Normal,Normal,Normal,Normal,Normal
1146.png,Normal,Normal,Normal,Normal,Normal,Normal
1147.png,Normal,Normal,Normal,Normal,Normal,Normal
1148.png,Normal,Normal,Normal,Normal,Normal,Normal
1149.png,Normal,Normal,Normal,Normal,Normal,Normal
1150.png,Normal,Normal,Normal,Normal,Normal,Normal
1151.png,Normal,Normal,Atypical,Atypical,Normal,Normal
1152.png,Normal,Normal,Normal,Normal,Normal,Normal
1153.png,Normal,Normal,Normal,Normal,Normal,Normal
1154.png,Normal,Normal,Normal,Normal,Normal,Normal
1155.png,Normal,Normal,Normal,Normal,Normal,Normal
1156.png,Normal,Normal,Normal,Normal,Normal,Normal
1157.png,Normal,Atypical,Normal,Normal,Normal,Normal
1158.png,Normal,Atypical,Atypical,Normal,Normal,Normal
1159.png,Normal,Normal,Normal,Normal,Normal,Normal
1160.png,Normal,Normal,Normal,Atypical,Atypical,Normal
1161.png,Normal,Normal,Normal,Normal,Normal,Normal
1162.png,Normal,Normal,Normal,Normal,Normal,Normal
1163.png,Normal,Normal,Normal,Normal,Normal,Normal
1164.png,Normal,Normal,Normal,Normal,Normal,Normal
1165.png,Normal,Normal,Normal,Normal,Normal,Normal
1166.png,Normal,Normal,Normal,Normal,Normal,Normal
1167.png,Normal,Normal,Normal,Normal,Normal,Normal
1168.png,Normal,Normal,Normal,Normal,Normal,Normal
1169.png,Normal,Normal,Atypical,Atypical,Normal,Normal
1170.png,Normal,Atypical,Normal,Atypical,Normal,Normal
1171.png,Atypical,Atypical,Normal,Atypical,Normal,Atypical
1172.png,Normal,Normal,Normal,Normal,Normal,Normal
1173.png,Atypical,Atypical,Normal,Atypical,Atypical,Atypical
1174.png,Normal,Normal,Normal,Normal,Normal,Normal
1175.png,Atypical,Atypical,Atypical,Atypical,Atypical,Atypical
1176.png,Normal,Atypical,Normal,Normal,Normal,Normal
1177.png,Normal,Atypical,Atypical,Normal,Atypical,Atypical
1178.png,Normal,Normal,Normal,Normal,Normal,Normal
1179.png,Normal,Atypical,Normal,Normal,Normal,Normal
1180.png,Normal,Atypical,Normal,Normal,Normal,Normal
1181.png,Normal,Normal,Normal,Normal,Normal,Normal
1182.png,Normal,Normal,Normal,Normal,Normal,Normal
1183.png,Normal,Normal,Normal,Normal,Normal,Normal
1184.png,Normal,Normal,Normal,Normal,Normal,Normal
1185.png,Normal,Atypical,Normal,Normal,Normal,Normal
1186.png,Normal,Atypical,Atypical,Normal,Normal,Normal
1187.png,Normal,Atypical,Normal,Normal,Normal,Normal
1188.png,Normal,Normal,Normal,Normal,Normal,Normal
1189.png,Normal,Normal,Normal,Normal,Normal,Normal
1190.png,Normal,Atypical,Normal,Normal,Normal,Normal
1191.png,Normal,Normal,Normal,Normal,Normal,Normal
1192.png,Normal,Atypical,Normal,Normal,Normal,Normal
1193.png,Normal,Normal,Normal,Normal,Normal,Normal
1194.png,Normal,Normal,Normal,Normal,Normal,Normal
1195.png,Normal,Normal,Normal,Normal,Normal,Normal
1196.png,Normal,Normal,Normal,Normal,Normal,Normal
1197.png,Normal,Normal,Normal,Atypical,Normal,Normal
1198.png,Normal,Normal,Normal,Normal,Normal,Normal
1199.png,Normal,Normal,Normal,Normal,Normal,Normal
1200.png,Normal,Normal,Normal,Normal,Normal,Normal
1201.png,Normal,Normal,Normal,Normal,Normal,Normal
1202.png,Normal,Normal,Normal,Normal,Normal,Normal
1203.png,Normal,Normal,Normal,Normal,Normal,Normal
1204.png,Normal,Normal,Normal,Normal,Normal,Normal
1205.png,Normal,Normal,Normal,Normal,Normal,Normal
1206.png,Normal,Normal,Normal,Normal,Normal,Normal
1207.png,Normal,Normal,Normal,Normal,Normal,Normal
1208.png,Normal,Atypical,Normal,Normal,Normal,Normal
1209.png,Normal,Normal,Normal,Normal,Normal,Normal
1210.png,Normal,Normal,Normal,Normal,Normal,Normal
1211.png,Normal,Normal,Normal,Normal,Normal,Normal
1212.png,Normal,Normal,Normal,Normal,Normal,Normal
1213.png,Normal,Normal,Normal,Normal,Normal,Normal
1214.png,Normal,Normal,Normal,Normal,Normal,Normal
1215.png,Normal,Normal,Normal,Normal,Normal,Normal
1216.png,Normal,Normal,Normal,Normal,Normal,Normal
1217.png,Normal,Normal,Normal,Atypical,Normal,Normal
1218.png,Normal,Normal,Normal,Normal,Normal,Normal
1219.png,Normal,Normal,Normal,Normal,Normal,Normal
1220.png,Normal,Normal,Normal,Normal,Normal,Normal
1221.png,Normal,Normal,Normal,Normal,Normal,Normal
1222.png,Normal,Normal,Normal,Normal,Normal,Normal
1223.png,Normal,Normal,Normal,Normal,Normal,Normal
1224.png,Normal,Normal,Normal,Normal,Normal,Normal
1225.png,Normal,Normal,Normal,Normal,Normal,Normal
1226.png,Normal,Normal,Normal,Normal,Normal,Normal
1227.png,Normal,Atypical,Normal,Atypical,Normal,Normal
1228.png,Normal,Normal,Normal,Normal,Normal,Normal
1229.png,Normal,Normal,Normal,Normal,Normal,Normal
1230.png,Normal,Atypical,Normal,Normal,Normal,Normal
1231.png,Normal,Normal,Normal,Normal,Normal,Normal
1232.png,Normal,Normal,Normal,Normal,Normal,Normal
1233.png,Normal,Normal,Normal,Normal,Normal,Normal
1234.png,Normal,Normal,Normal,Normal,Normal,Normal
1235.png,Normal,Normal,Normal,Normal,Normal,Normal
1236.png,Normal,Normal,Normal,Normal,Normal,Normal
1237.png,Normal,Normal,Normal,Normal,Normal,Normal
1238.png,Normal,Normal,Normal,Normal,Atypical,Normal
1239.png,Normal,Normal,Normal,Normal,Normal,Normal
1240.png,Normal,Normal,Normal,Normal,Normal,Normal
1241.png,Normal,Normal,Normal,Normal,Normal,Normal
1242.png,Normal,Normal,Normal,Normal,Normal,Normal
1243.png,Normal,Normal,Normal,Normal,Normal,Normal
1244.png,Normal,Normal,Normal,Normal,Normal,Normal
1245.png,Normal,Normal,Normal,Normal,Normal,Normal
1246.png,Normal,Normal,Normal,Normal,Normal,Normal
1247.png,Normal,Normal,Normal,Normal,Normal,Normal
1248.png,Normal,Normal,Normal,Normal,Normal,Normal
1249.png,Normal,Normal,Normal,Normal,Normal,Normal
1250.png,Normal,Normal,Normal,Normal,Normal,Normal
1251.png,Normal,Normal,Normal,Normal,Normal,Normal
1252.png,Normal,Normal,Normal,Normal,Normal,Normal
1253.png,Normal,Normal,Normal,Normal,Normal,Normal
1254.png,Normal,Normal,Normal,Normal,Normal,Normal
1255.png,Normal,Normal,Normal,Normal,Normal,Normal
1256.png,Normal,Normal,Normal,Normal,Normal,Normal
1257.png,Normal,Normal,Normal,Normal,Normal,Normal
1258.png,Atypical,Atypical,Normal,Atypical,Atypical,Atypical
1259.png,Normal,Normal,Normal,Normal,Normal,Normal
1260.png,Normal,Normal,Normal,Normal,Normal,Normal
1261.png,Normal,Atypical,Normal,Atypical,Normal,Normal
1262.png,Normal,Atypical,Normal,Normal,Normal,Normal
1263.png,Normal,Atypical,Normal,Normal,Normal,Normal
1264.png,Normal,Normal,Normal,Normal,Normal,Normal
1265.png,Normal,Atypical,Normal,Normal,Normal,Normal
1266.png,Normal,Normal,Normal,Normal,Normal,Normal
1267.png,Normal,Normal,Normal,Normal,Normal,Normal
1268.png,Normal,Normal,Normal,Normal,Normal,Normal
1269.png,Normal,Normal,Normal,Normal,Normal,Normal
1270.png,Normal,Normal,Normal,Normal,Normal,Normal
1271.png,Normal,Atypical,Normal,Normal,Normal,Normal
1272.png,Normal,Normal,Normal,Normal,Normal,Normal
1273.png,Normal,Normal,Normal,Normal,Normal,Normal
1274.png,Normal,Atypical,Normal,Normal,Normal,Normal
1275.png,Normal,Normal,Normal,Normal,Normal,Normal
1276.png,Normal,Normal,Normal,Normal,Normal,Normal
1277.png,Normal,Normal,Normal,Normal,Normal,Normal
1278.png,Normal,Normal,Normal,Normal,Normal,Normal
1279.png,Normal,Normal,Normal,Normal,Normal,Normal
1280.png,Normal,Normal,Normal,Normal,Normal,Normal
1281.png,Normal,Normal,Normal,Normal,Normal,Normal
1282.png,Normal,Normal,Normal,Normal,Normal,Normal
1283.png,Atypical,Normal,Normal,Atypical,Atypical,Atypical
1284.png,Normal,Normal,Normal,Normal,Normal,Normal
1285.png,Normal,Normal,Normal,Normal,Normal,Normal
1286.png,Normal,Normal,Normal,Normal,Normal,Normal
1287.png,Normal,Normal,Normal,Normal,Normal,Normal
1288.png,Normal,Normal,Normal,Normal,Normal,Normal
1289.png,Normal,Normal,Normal,Normal,Atypical,Normal
1290.png,Normal,Normal,Normal,Normal,Normal,Normal
1291.png,Normal,Normal,Normal,Normal,Normal,Normal
1292.png,Normal,Normal,Normal,Normal,Normal,Normal
1293.png,Normal,Normal,Normal,Normal,Normal,Normal
1294.png,Normal,Normal,Normal,Normal,Normal,Normal
1295.png,Normal,Atypical,Normal,Normal,Normal,Normal
1296.png,Normal,Atypical,Normal,Normal,Normal,Normal
1297.png,Atypical,Atypical,Normal,Atypical,Normal,Atypical
1298.png,Normal,Atypical,Normal,Normal,Normal,Normal
1299.png,Normal,Atypical,Normal,Normal,Normal,Normal
1300.png,Normal,Normal,Normal,Normal,Normal,Normal
1301.png,Normal,Normal,Normal,Normal,Normal,Normal
1302.png,Normal,Normal,Normal,Normal,Normal,Normal
1303.png,Normal,Normal,Normal,Normal,Normal,Normal
1304.png,Normal,Normal,Normal,Normal,Normal,Normal
1305.png,Normal,Normal,Normal,Normal,Normal,Normal
1306.png,Normal,Normal,Normal,Normal,Normal,Normal
1307.png,Normal,Normal,Normal,Normal,Normal,Normal
1308.png,Normal,Normal,Normal,Normal,Normal,Normal
1309.png,Normal,Normal,Normal,Normal,Normal,Normal
1310.png,Normal,Normal,Normal,Normal,Normal,Normal
1311.png,Normal,Normal,Normal,Normal,Normal,Normal
1312.png,Normal,Normal,Normal,Normal,Normal,Normal
1313.png,Normal,Normal,Normal,Normal,Normal,Normal
1314.png,Normal,Normal,Normal,Normal,Normal,Normal
1315.png,Normal,Normal,Normal,Normal,Normal,Normal
1316.png,Normal,Normal,Normal,Normal,Normal,Normal
1317.png,Atypical,Atypical,Normal,Atypical,Normal,Atypical
1318.png,Normal,Normal,Normal,Normal,Normal,Normal
1319.png,Normal,Atypical,Normal,Atypical,Atypical,Atypical
1320.png,Normal,Atypical,Normal,Normal,Normal,Normal
1321.png,Normal,Normal,Normal,Normal,Normal,Normal
1322.png,Normal,Atypical,Normal,Normal,Normal,Normal
1323.png,Normal,Normal,Normal,Normal,Normal,Normal
1324.png,Normal,Normal,Normal,Normal,Normal,Normal
1325.png,Normal,Atypical,Normal,Normal,Normal,Normal
1326.png,Atypical,Normal,Normal,Atypical,Normal,Normal
1327.png,Normal,Normal,Normal,Normal,Normal,Normal
1328.png,Normal,Normal,Normal,Normal,Normal,Normal
1329.png,Normal,Normal,Normal,Normal,Normal,Normal
1330.png,Normal,Atypical,Normal,Normal,Normal,Normal
1331.png,Normal,Normal,Normal,Normal,Normal,Normal
1332.png,Normal,Normal,Normal,Normal,Normal,Normal
1333.png,Normal,Normal,Normal,Normal,Normal,Normal
1334.png,Atypical,Normal,Normal,Atypical,Normal,Normal
1335.png,Normal,Atypical,Normal,Normal,Normal,Normal
1336.png,Normal,Normal,Normal,Atypical,Normal,Normal
1337.png,Normal,Atypical,Normal,Normal,Normal,Normal
1338.png,Normal,Normal,Normal,Normal,Normal,Normal
1339.png,Normal,Normal,Normal,Normal,Normal,Normal
1340.png,Normal,Normal,Normal,Normal,Normal,Normal
1341.png,Normal,Normal,Normal,Normal,Normal,Normal
1342.png,Normal,Normal,Normal,Normal,Normal,Normal
1343.png,Normal,Normal,Normal,Normal,Normal,Normal
1344.png,Atypical,Normal,Normal,Normal,Normal,Normal
1345.png,Atypical,Normal,Atypical,Atypical,Atypical,Atypical
1346.png,Normal,Normal,Normal,Normal,Normal,Normal
1347.png,Atypical,Normal,Atypical,Atypical,Atypical,Atypical
1348.png,Normal,Atypical,Normal,Normal,Normal,Normal
1349.png,Normal,Atypical,Normal,Normal,Normal,Normal
1350.png,Normal,Normal,Normal,Normal,Normal,Normal
1351.png,Normal,Atypical,Atypical,Normal,Normal,Normal
1352.png,Normal,Normal,Normal,Normal,Normal,Normal
1353.png,Normal,Normal,Normal,Normal,Normal,Normal
1354.png,Atypical,Atypical,Normal,Atypical,Atypical,Atypical
1355.png,Normal,Atypical,Normal,Normal,Normal,Normal
1356.png,Normal,Normal,Normal,Normal,Normal,Normal
1357.png,Atypical,Normal,Normal,Atypical,Normal,Normal
1358.png,Normal,Normal,Normal,Normal,Normal,Normal
1359.png,Normal,Normal,Normal,Normal,Normal,Normal
1360.png,Normal,Normal,Normal,Normal,Normal,Normal
1361.png,Normal,Atypical,Normal,Normal,Normal,Normal
1362.png,Normal,Normal,Normal,Normal,Normal,Normal
1363.png,Normal,Normal,Normal,Normal,Normal,Normal
1364.png,Normal,Normal,Normal,Normal,Normal,Normal
1365.png,Normal,Normal,Normal,Normal,Normal,Normal
1366.png,Normal,Normal,Normal,Normal,Normal,Normal
1367.png,Atypical,Atypical,Atypical,Atypical,Atypical,Atypical
1368.png,Normal,Normal,Normal,Normal,Normal,Normal
1369.png,Normal,Normal,Normal,Normal,Normal,Normal
1370.png,Normal,Normal,Normal,Normal,Normal,Normal
1371.png,Normal,Normal,Normal,Normal,Normal,Normal
1372.png,Atypical,Atypical,Atypical,Atypical,Atypical,Atypical
1373.png,Normal,Normal,Normal,Normal,Normal,Normal
1374.png,Normal,Normal,Normal,Normal,Normal,Normal
1375.png,Normal,Normal,Normal,Normal,Normal,Normal
1376.png,Normal,Normal,Normal,Normal,Normal,Normal
1377.png,Atypical,Atypical,Normal,Normal,Normal,Normal
1378.png,Normal,Normal,Normal,Normal,Normal,Normal
1379.png,Normal,Normal,Normal,Normal,Normal,Normal
1380.png,Normal,Normal,Normal,Normal,Normal,Normal
1381.png,Atypical,Atypical,Normal,Atypical,Normal,Atypical
1382.png,Normal,Normal,Normal,Normal,Normal,Normal
1383.png,Normal,Normal,Normal,Atypical,Normal,Normal
1384.png,Normal,Normal,Normal,Normal,Normal,Normal
1385.png,Normal,Normal,Normal,Normal,Normal,Normal
1386.png,Normal,Normal,Normal,Normal,Normal,Normal
1387.png,Normal,Normal,Normal,Normal,Normal,Normal
1388.png,Atypical,Normal,Normal,Normal,Normal,Normal
1389.png,Normal,Normal,Normal,Normal,Normal,Normal
1390.png,Normal,Normal,Normal,Normal,Normal,Normal
1391.png,Normal,Normal,Normal,Normal,Normal,Normal
1392.png,Normal,Normal,Normal,Normal,Normal,Normal
1393.png,Normal,Normal,Normal,Normal,Normal,Normal
1394.png,Normal,Normal,Normal,Normal,Normal,Normal
1395.png,Normal,Atypical,Normal,Atypical,Atypical,Atypical
1396.png,Normal,Normal,Normal,Normal,Normal,Normal
1397.png,Normal,Normal,Normal,Normal,Normal,Normal
1398.png,Normal,Normal,Normal,Normal,Normal,Normal
1399.png,Atypical,Normal,Normal,Normal,Normal,Normal
1400.png,Normal,Normal,Normal,Atypical,Normal,Normal
1401.png,Atypical,Normal,Normal,Normal,Atypical,Normal
1402.png,Normal,Normal,Normal,Normal,Normal,Normal
1403.png,Normal,Normal,Normal,Normal,Normal,Normal
1404.png,Normal,Normal,Normal,Normal,Normal,Normal
1405.png,Normal,Normal,Normal,Normal,Normal,Normal
1406.png,Atypical,Atypical,Normal,Atypical,Atypical,Atypical
1407.png,Normal,Normal,Normal,Normal,Normal,Normal
1408.png,Normal,Normal,Normal,Normal,Normal,Normal
1409.png,Normal,Normal,Normal,Normal,Normal,Normal
1410.png,Normal,Normal,Normal,Normal,Normal,Normal
1411.png,Normal,Normal,Normal,Normal,Normal,Normal
1412.png,Normal,Normal,Normal,Normal,Normal,Normal
1413.png,Normal,Normal,Normal,Normal,Normal,Normal
1414.png,Normal,Normal,Normal,Normal,Normal,Normal
1415.png,Normal,Normal,Normal,Normal,Atypical,Normal
1416.png,Normal,Atypical,Normal,Normal,Normal,Normal
1417.png,Normal,Normal,Normal,Normal,Normal,Normal
1418.png,Normal,Normal,Normal,Normal,Normal,Normal
1419.png,Normal,Normal,Normal,Normal,Normal,Normal
1420.png,Normal,Normal,Normal,Normal,Normal,Normal
1421.png,Normal,Normal,Normal,Normal,Normal,Normal
1422.png,Normal,Normal,Normal,Normal,Normal,Normal
1423.png,Normal,Normal,Normal,Normal,Normal,Normal
1424.png,Normal,Normal,Normal,Normal,Normal,Normal
1425.png,Normal,Normal,Normal,Normal,Normal,Normal
1426.png,Normal,Normal,Normal,Normal,Normal,Normal
1427.png,Normal,Normal,Normal,Normal,Normal,Normal
1428.png,Normal,Normal,Normal,Normal,Normal,Normal
1429.png,Normal,Normal,Normal,Normal,Normal,Normal
1430.png,Normal,Normal,Normal,Normal,Normal,Normal
1431.png,Normal,Normal,Normal,Normal,Normal,Normal
1432.png,Normal,Normal,Normal,Normal,Normal,Normal
1433.png,Atypical,Atypical,Atypical,Atypical,Normal,Atypical
1434.png,Normal,Normal,Atypical,Normal,Normal,Normal
1435.png,Normal,Normal,Normal,Normal,Normal,Normal
1436.png,Atypical,Normal,Normal,Normal,Normal,Normal
1437.png,Normal,Normal,Normal,Normal,Normal,Normal
1438.png,Normal,Normal,Normal,Normal,Normal,Normal
1439.png,Normal,Normal,Normal,Normal,Normal,Normal
1440.png,Normal,Normal,Normal,Normal,Normal,Normal
1441.png,Normal,Normal,Normal,Normal,Normal,Normal
1442.png,Normal,Normal,Normal,Normal,Normal,Normal
1443.png,Normal,Normal,Normal,Normal,Normal,Normal
1444.png,Normal,Normal,Normal,Normal,Normal,Normal
